"拍卖日期","拍卖物品清单编号","批号","物品详情","数量","单位"
"16/06/2022","1/2022","C-419","旧私家车 (无匙) (品牌: 本田)","1","(辆)"
"16/06/2022","1/2022","C-420","旧轻型货车 (无匙) 
(品牌：平治)","1","(辆)"
"16/06/2022","1/2022","C-421","旧中型货车 (无匙) 
(品牌：东风)","1","(辆)"
"16/06/2022","1/2022","C-422","旧中型货车 (无匙) 
(品牌：达富)","1","(辆)"
"16/06/2022","1/2022","C-423","旧拖架","1","(辆)"
"16/06/2022","1/2022","C-424","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-425","旧私家车 (无匙) 
(品牌：日产)","1","(辆)"
"16/06/2022","1/2022","C-426","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-427","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-428","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-429","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-430","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-431","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-432","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-433","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-434","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-435","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-436","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-437","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-438","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-439","旧私家车 (无匙) 
(品牌：本田)","1","(辆)"
"16/06/2022","1/2022","C-440","旧私家车 (无匙) 
(品牌：本田)","1","(辆)"
"16/06/2022","1/2022","C-441","旧私家车 (无匙) 
(品牌：日产)","1","(辆)"
"16/06/2022","1/2022","C-442","旧私家车 (无匙) 
(品牌：丰田)","1","(辆)"
"16/06/2022","1/2022","C-443","旧私家车 (无匙) 
(品牌：本田)","1","(辆)"
"16/06/2022","1/2022","C-444","旧四十五呎货柜","1","(个)"
"16/06/2022","1/2022","C-445","旧四十呎货柜","1","(个)"
"16/06/2022","1/2022","C-446","旧四十呎货柜","1","(个)"
"16/06/2022","1/2022","M-101","录音系统","2","(套)"
"16/06/2022","1/2022","M-101","录音系统伺服器","2","(部)"
"16/06/2022","1/2022","M-101","录音系统电脑","2","(部)"
"16/06/2022","1/2022","M-102","激光雕刻机","2","(部)"
"16/06/2022","1/2022","M-102","除臭系统","2","(套)"
"16/06/2022","1/2022","M-102","实物投影机 (已拆下)","3","(部)"
"16/06/2022","1/2022","M-102","无线扬声器","1","(个)"
"16/06/2022","1/2022","M-102","无线麦克风","1","(个)"
"16/06/2022","1/2022","M-102","投影机架","1","(件)"
"16/06/2022","1/2022","M-102","读卡机","1","(件)"
"16/06/2022","1/2022","M-102","抽屉车 (铁)","4","(部)"
"16/06/2022","1/2022","M-102","液晶投影机 (已拆下)","9","(部)"
"16/06/2022","1/2022","M-102","扬声器","2","(件)"
"16/06/2022","1/2022","M-102","便擕式无线扩音机","1","(部)"
"16/06/2022","1/2022","M-102","液晶投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-102","音响组合","1","(套)"
"16/06/2022","1/2022","M-102","无线接收器","2","(件)"
"16/06/2022","1/2022","M-102","实物投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-102","实物投影机 (已拆下)","3","(部)"
"16/06/2022","1/2022","M-102","便擕式高影机","1","(部)"
"16/06/2022","1/2022","M-102","无线扩音机连麦克风","1","(套)"
"16/06/2022","1/2022","M-102","过胶机","1","(部)"
"16/06/2022","1/2022","M-102","电热板","5","(件)"
"16/06/2022","1/2022","M-102","电磁炉 (已拆下)","2","(部)"
"16/06/2022","1/2022","M-102","制冰机","1","(部)"
"16/06/2022","1/2022","M-102","缝纫机","1","(部)"
"16/06/2022","1/2022","M-102","钑骨机","1","(部)"
"16/06/2022","1/2022","M-102","缝纫机","2","(部)"
"16/06/2022","1/2022","M-102","电焗炉","8","(部)"
"16/06/2022","1/2022","M-102","滚筒式干衣机","2","(部)"
"16/06/2022","1/2022","M-102","三文治机","3","(部)"
"16/06/2022","1/2022","M-102","微波炉","1","(部)"
"16/06/2022","1/2022","M-102","熨斗","2","(个)"
"16/06/2022","1/2022","M-102","微波炉","2","(部)"
"16/06/2022","1/2022","M-103","搅拌机","1","(部)"
"16/06/2022","1/2022","M-103","无线扩音机连麦克风","1","(套)"
"16/06/2022","1/2022","M-103","电子窰 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-103","卡式录影带机","1","(部)"
"16/06/2022","1/2022","M-103","影片编辑器","1","(部)"
"16/06/2022","1/2022","M-103","数码相机连配件","1","(套)"
"16/06/2022","1/2022","M-103","实物投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-103","可调节推车连柜","1","(部)"
"16/06/2022","1/2022","M-103","数码投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-103","混音扩音机","1","(部)"
"16/06/2022","1/2022","M-103","便擕式修边机","1","(部)"
"16/06/2022","1/2022","M-103","真空吸塑机","1","(部)"
"16/06/2022","1/2022","M-103","模拟音箱","1","(部)"
"16/06/2022","1/2022","M-103","广播机架","1","(件)"
"16/06/2022","1/2022","M-103","电磁炉 (已拆下)","2","(部)"
"16/06/2022","1/2022","M-103","便擕式电力缝纫机","2","(部)"
"16/06/2022","1/2022","M-103","缝纫机","2","(部)"
"16/06/2022","1/2022","M-103","缝纫机","2","(部)"
"16/06/2022","1/2022","M-103","钑骨机","1","(部)"
"16/06/2022","1/2022","M-103","缝纫机","2","(部)"
"16/06/2022","1/2022","M-103","电焗炉","1","(部)"
"16/06/2022","1/2022","M-103","冷凝式干衣机","1","(部)"
"16/06/2022","1/2022","M-103","缝纫机","3","(部)"
"16/06/2022","1/2022","M-103","钑骨机","1","(部)"
"16/06/2022","1/2022","M-103","6公斤滚筒式干衣机","1","(部)"
"16/06/2022","1/2022","M-103","拉坯机 (陶器)","1","(部)"
"16/06/2022","1/2022","M-103","幻灯片机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-103","数码相机","3","(部)"
"16/06/2022","1/2022","M-103","数码相机","1","(部)"
"16/06/2022","1/2022","M-103","数码相机","2","(部)"
"16/06/2022","1/2022","M-103","直立式冷冻柜","1","(部)"
"16/06/2022","1/2022","M-104","复印机","1","(部)"
"16/06/2022","1/2022","M-104","流动投影机","1","(部)"
"16/06/2022","1/2022","M-104","3D打印机","1","(部)"
"16/06/2022","1/2022","M-104","磁碟机","2","(部)"
"16/06/2022","1/2022","M-104","手推车","1","(台)"
"16/06/2022","1/2022","M-104","数位光处理投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-104","投影机 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-104","计算机屏幕","1","(个)"
"16/06/2022","1/2022","M-104","计算机屏幕系统","1","(部)"
"16/06/2022","1/2022","M-104","计算机屏幕液晶控制台","1","(个)"
"16/06/2022","1/2022","M-104","四桶文件钢柜","5","(个)"
"16/06/2022","1/2022","M-104","折台","1","(张)"
"16/06/2022","1/2022","M-104","直立电风扇","1","(部)"
"16/06/2022","1/2022","M-104","直立电风扇","1","(部)"
"16/06/2022","1/2022","M-105","金属制书架","1","(个)"
"16/06/2022","1/2022","M-105","金属制书桌","1","(张)"
"16/06/2022","1/2022","M-105","打印机","1","(部)"
"16/06/2022","1/2022","M-105","彩色打印机","1","(部)"
"16/06/2022","1/2022","M-106","3座位排椅","2","(张)"
"16/06/2022","1/2022","M-106","户外桌连椅","13","(张)"
"16/06/2022","1/2022","M-106","电水煲","1","(个)"
"16/06/2022","1/2022","M-106","不锈钢移动平台","1","(个)"
"16/06/2022","1/2022","M-106","图形计算机","40","(部)"
"16/06/2022","1/2022","M-106","运动传感器","12","(个)"
"16/06/2022","1/2022","M-106","监测套装","2","(套)"
"16/06/2022","1/2022","M-106","复读机","50","(个)"
"16/06/2022","1/2022","M-107","手提电话","1","(部)"
"16/06/2022","1/2022","M-107","手提电话","3","(部)"
"16/06/2022","1/2022","M-107","手提电话","2","(部)"
"16/06/2022","1/2022","M-107","手提电话","5","(部)"
"16/06/2022","1/2022","M-107","手提电话","1","(部)"
"16/06/2022","1/2022","M-107","手提电话","1","(部)"
"16/06/2022","1/2022","M-108","全天候扬声器","2","(对)"
"16/06/2022","1/2022","M-108","扬声器","2","(个)"
"16/06/2022","1/2022","M-108","录音器","2","(个)"
"16/06/2022","1/2022","M-108","减速器","1","(个)"
"16/06/2022","1/2022","M-108","音量测试仪","1","(个)"
"16/06/2022","1/2022","M-108","录音机","4","(个)"
"16/06/2022","1/2022","M-108","录影机","3","(个)"
"16/06/2022","1/2022","M-108","投影机(已拆下)","1","(部)"
"16/06/2022","1/2022","M-108","放音器","1","(个)"
"16/06/2022","1/2022","M-108","播音器","1","(个)"
"16/06/2022","1/2022","M-108","录音器","1","(个)"
"16/06/2022","1/2022","M-108","减速器","3","(个)"
"16/06/2022","1/2022","M-108","扩大器","2","(个)"
"16/06/2022","1/2022","M-108","影音扩大器","1","(个)"
"16/06/2022","1/2022","M-108","屏幕","1","(块)"
"16/06/2022","1/2022","M-108","幻灯机连座","1","(套)"
"16/06/2022","1/2022","M-108","录影机","1","(部)"
"16/06/2022","1/2022","M-108","播放器","2","(个)"
"16/06/2022","1/2022","M-108","录影机","1","(部)"
"16/06/2022","1/2022","M-108","播放器","1","(套)"
"16/06/2022","1/2022","M-108","卡式录音机","1","(部)"
"16/06/2022","1/2022","M-108","放音器","1","(部)"
"16/06/2022","1/2022","M-108","播放器","1","(部)"
"16/06/2022","1/2022","M-108","编辑录音器","1","(部)"
"16/06/2022","1/2022","M-108","播放器","1","(部)"
"16/06/2022","1/2022","M-108","立体声音响系统","1","(部)"
"16/06/2022","1/2022","M-108","播放器","2","(个)"
"16/06/2022","1/2022","M-108","播放器","1","(部)"
"16/06/2022","1/2022","M-108","扬声器","2","(个)"
"16/06/2022","1/2022","M-108","扬声器","2","(个)"
"16/06/2022","1/2022","M-108","调节器及扩大器","2","(个)"
"16/06/2022","1/2022","M-108","处理器","1","(部)"
"16/06/2022","1/2022","M-108","音响器材箱","1","(个)"
"16/06/2022","1/2022","M-108","仪器箱","4","(个)"
"16/06/2022","1/2022","M-108","有轮仪器箱车架","2","(个)"
"16/06/2022","1/2022","M-108","麦克风仪器箱","1","(个)"
"16/06/2022","1/2022","M-108","泡棉式防护仪器箱","1","(个)"
"16/06/2022","1/2022","M-108","器材箱","1","(个)"
"16/06/2022","1/2022","M-108","有轮仪器架","1","(部)"
"16/06/2022","1/2022","M-108","仪器箱","1","(个)"
"16/06/2022","1/2022","M-108","扬声器连架","4","(个)"
"16/06/2022","1/2022","M-108","扬声器连架","2","(个)"
"16/06/2022","1/2022","M-108","扬声器连架","4","(个)"
"16/06/2022","1/2022","M-108","扩大器","2","(个)"
"16/06/2022","1/2022","M-108","控制台","1","(个)"
"16/06/2022","1/2022","M-108","播放器","1","(部)"
"16/06/2022","1/2022","M-108","卡式录音机","1","(部)"
"16/06/2022","1/2022","M-108","影像平衡器","1","(部)"
"16/06/2022","1/2022","M-108","扬声器","2","(个)"
"16/06/2022","1/2022","M-108","压缩限幅器","1","(套)"
"16/06/2022","1/2022","M-108","多元处理器","1","(个)"
"16/06/2022","1/2022","M-108","双频平衡器","3","(个)"
"16/06/2022","1/2022","M-108","音讯转换器","3","(个)"
"16/06/2022","1/2022","M-108","混音器","1","(个)"
"16/06/2022","1/2022","M-108","供电器","1","(个)"
"16/06/2022","1/2022","M-108","扬声器架","4","(个)"
"16/06/2022","1/2022","M-109","显示板(连不锈钢柜及配件)(已拆下)","2","(部)"
"16/06/2022","1/2022","M-109","数码摄录机","1","(部)"
"16/06/2022","1/2022","M-109","数码摄录机","1","(部)"
"16/06/2022","1/2022","M-109","数码相机","1","(部)"
"16/06/2022","1/2022","M-109","数码相机","2","(部)"
"16/06/2022","1/2022","M-109","吹地风机","1","(部)"
"16/06/2022","1/2022","M-109","手提广播器","1","(部)"
"16/06/2022","1/2022","M-109","电子白板","1","(块)"
"16/06/2022","1/2022","M-109","清洁气汞器","1","(部)"
"16/06/2022","1/2022","M-109","6吨轴架","2","(个)"
"16/06/2022","1/2022","M-110","电动屏幕","1","(部)"
"16/06/2022","1/2022","M-110","电子磅","1","(部)"
"16/06/2022","1/2022","M-110","幻灯投影机","1","(部)"
"16/06/2022","1/2022","M-110","数码相机","2","(部)"
"16/06/2022","1/2022","M-110","辅助摄影工作器材","2","(部)"
"16/06/2022","1/2022","M-110","咖啡机","1","(部)"
"16/06/2022","1/2022","M-110","咖啡机","1","(部)"
"16/06/2022","1/2022","M-110","双筒望远镜","1","(个)"
"16/06/2022","1/2022","M-110","双筒望远镜","1","(个)"
"16/06/2022","1/2022","M-110","双筒望远镜","1","(个)"
"16/06/2022","1/2022","M-110","吹风机","2","(部)"
"16/06/2022","1/2022","M-110","洗地抛光机","1","(部)"
"16/06/2022","1/2022","M-110","灭蚊灯","1","(部)"
"16/06/2022","1/2022","M-110","扬声器","2","(个)"
"16/06/2022","1/2022","M-110","乒乓球台","1","(张)"
"16/06/2022","1/2022","M-110","金属探测器","2","(件)"
"16/06/2022","1/2022","M-110","气钉枪","1","(件)"
"16/06/2022","1/2022","M-110","自动洗手液机","1","(个)"
"16/06/2022","1/2022","M-111","液压手唧车","1","(部)"
"16/06/2022","1/2022","M-111","液压千斤顶","2","(部)"
"16/06/2022","1/2022","M-111","电动灭蚊机","1","(个)"
"16/06/2022","1/2022","M-111","煮食炉(已拆下)","1","(部)"
"16/06/2022","1/2022","M-112","便携式播放器音响系统连二支咪","1","(套)"
"16/06/2022","1/2022","M-112","无线扩音机连无线咪","2","(套)"
"16/06/2022","1/2022","M-112","便携式扩音器系统连播放器,扬声器支架和二支咪及咪套","1","(套)"
"16/06/2022","1/2022","M-113","千分尺，0.25 毫米","1","(个)"
"16/06/2022","1/2022","M-113","万用表","1","(个)"
"16/06/2022","1/2022","M-113","绝缘电阻测试器","1","(部)"
"16/06/2022","1/2022","M-113","气压计","1","(个)"
"16/06/2022","1/2022","M-113","流量计","1","(个)"
"16/06/2022","1/2022","M-113","多功能记录仪，垂直图","1","(部)"
"16/06/2022","1/2022","M-113","电子讯号转换仪","9","(部)"
"16/06/2022","1/2022","M-113","导电率表","4","(部)"
"16/06/2022","1/2022","M-113","空气采样器升级套件","1","(部)"
"16/06/2022","1/2022","M-113","样本除湿系统","1","(套)"
"16/06/2022","1/2022","M-114","电油长链锯","3","(部)"
"16/06/2022","1/2022","M-114","电锯","3","(部)"
"16/06/2022","1/2022","M-114","电锯","24","(部)"
"16/06/2022","1/2022","M-114","电锯","5","(部)"
"16/06/2022","1/2022","M-114","电锯","13","(部)"
"16/06/2022","1/2022","M-114","电锯","4","(部)"
"16/06/2022","1/2022","M-114","电锯","8","(部)"
"16/06/2022","1/2022","M-114","电锯","4","(部)"
"16/06/2022","1/2022","M-114","电锯","4","(部)"
"16/06/2022","1/2022","M-114","电锯","13","(部)"
"16/06/2022","1/2022","M-114","电锯","2","(部)"
"16/06/2022","1/2022","M-114","电锯","4","(部)"
"16/06/2022","1/2022","M-115","心肺复苏机","1","(部)"
"16/06/2022","1/2022","M-115","数码相机","2","(部)"
"16/06/2022","1/2022","M-116","双头保温炉连底座活动柜 (已拆下)","1","(个)"
"16/06/2022","1/2022","M-116","电蒸气厨柜 (已拆下)","1","(个)"
"16/06/2022","1/2022","M-116","不锈钢电蒸柜 (已拆下)","1","(个)"
"16/06/2022","1/2022","M-116","饮品柜","1","(个)"
"16/06/2022","1/2022","M-116","饮水机","1","(部)"
"16/06/2022","1/2022","M-116","冰粒机","1","(部)"
"16/06/2022","1/2022","M-116","工业用雪柜","1","(部)"
"16/06/2022","1/2022","M-116","工业用雪柜","2","(部)"
"16/06/2022","1/2022","M-116","商用不锈钢电汤锅","1","(部)"
"16/06/2022","1/2022","M-116","商用不锈钢电烤箱","1","(部)"
"16/06/2022","1/2022","M-117","胶卷盒","1","(个)"
"16/06/2022","1/2022","M-117","相机","1","(部)"
"16/06/2022","1/2022","M-117","相机背板","1","(块)"
"16/06/2022","1/2022","M-117","胶片扫瞄系统","1","(套)"
"16/06/2022","1/2022","M-118","数位印刷机","1","(部)"
"16/06/2022","1/2022","M-118","液晶投影机(已拆下)","1","(部)"
"16/06/2022","1/2022","M-118","全球定位天线","1","(件)"
"16/06/2022","1/2022","M-118","萤幕保护盒","1","(件)"
"16/06/2022","1/2022","M-119","数位印刷机","1","(部)"
"16/06/2022","1/2022","M-119","心脏颤动器","1","(部)"
"16/06/2022","1/2022","M-119","热水炉 (已拆下)","1","(部)"
"16/06/2022","1/2022","M-120","相机","1","(部)"
"16/06/2022","1/2022","M-120","数码相机","1","(部)"
"16/06/2022","1/2022","M-120","数码相机","1","(部)"
"16/06/2022","1/2022","M-120","摄录机","1","(部)"
"16/06/2022","1/2022","M-120","数码摄录机","3","(部)"
"16/06/2022","1/2022","M-120","数码摄录机","2","(部)"
"16/06/2022","1/2022","M-120","数码摄录机","1","(部)"
"16/06/2022","1/2022","M-121","绘图台 (超过80公斤)","1","(张)"
"16/06/2022","1/2022","M-121","投影机 (座台式)","1","(部)"
"16/06/2022","1/2022","M-122","手提电话","5","(部)"
"16/06/2022","1/2022","M-122","手提电话","2","(部)"
"16/06/2022","1/2022","M-122","蓝牙掌上电脑","1","(部)"
"16/06/2022","1/2022","M-122","标签打印机","1","(部)"
"16/06/2022","1/2022","M-123","望远镜","10","(个)"
"16/06/2022","1/2022","M-123","即影即有相机","8","(部)"
"16/06/2022","1/2022","M-123","即影即有相机","1","(部)"
"16/06/2022","1/2022","M-124","相机","2","(部)"
"16/06/2022","1/2022","M-124","相机","1","(部)"
"16/06/2022","1/2022","M-124","相机","1","(部)"
"16/06/2022","1/2022","M-124","数码摄录机","1","(部)"
"16/06/2022","1/2022","M-125","数码摄录相机","1","(部)"
"16/06/2022","1/2022","M-125","手提电话","1","(部)"
"16/06/2022","1/2022","M-125","数码相机","1","(部)"
"16/06/2022","1/2022","M-125","数码相机连配件","3","(套)"
"16/06/2022","1/2022","M-125","重型打孔机","1","(部)"
"16/06/2022","1/2022","M-125","裁纸器","1","(部)"
"16/06/2022","1/2022","M-125","过胶机","1","(部)"
"16/06/2022","1/2022","M-125","碎纸机","1","(部)"
"16/06/2022","1/2022","M-126","相机","1","(部)"
"16/06/2022","1/2022","M-126","放大器(用于 35 毫米工作)连配件","1","(个)"
"16/06/2022","1/2022","M-126","胶片干燥柜","1","(个)"
"16/06/2022","1/2022","M-126","闪光灯","1","(个)"
"16/06/2022","1/2022","M-126","闪光灯","1","(个)"
"16/06/2022","1/2022","M-126","剪纸机","1","(个)"
"16/06/2022","1/2022","M-126","放大器","1","(个)"
"16/06/2022","1/2022","M-126","计时器","1","(个)"
"16/06/2022","1/2022","M-126","真空接触架","1","(个)"
"16/06/2022","1/2022","M-127","望远镜","1","(个)"
"16/06/2022","1/2022","M-127","数码相机","1","(部)"
"16/06/2022","1/2022","M-127","数码相机","1","(部)"
"16/06/2022","1/2022","M-127","记忆咭","1","(张)"
"16/06/2022","1/2022","M-127","差分信标接收器","1","(个)"
"16/06/2022","1/2022","M-127","手持卫星导航仪","1","(个)"
"16/06/2022","1/2022","M-128","混音器","2","(部)"
"16/06/2022","1/2022","M-128","四路视频四处理器分配器","1","(部)"
"16/06/2022","1/2022","M-128","录像机","1","(部)"
"16/06/2022","1/2022","M-128","自动光圈镜头","4","(个)"
"16/06/2022","1/2022","M-128","麦克风","8","(个)"
"16/06/2022","1/2022","M-128","设备柜","1","(个)"
"16/06/2022","1/2022","M-128","彩色摄像机","4","(部)"
"16/06/2022","1/2022","M-128","中央控制器","1","(个)"
"16/06/2022","1/2022","M-128","录像机系统控制器","1","(个)"
"16/06/2022","1/2022","M-129","投影机(已拆下)","1","(部)"
"16/06/2022","1/2022","M-129","投影机(已拆下)","1","(部)"
"16/06/2022","1/2022","M-130","手提电话","2","(部)"
"16/06/2022","1/2022","M-130","手提电话","1","(部)"
"16/06/2022","1/2022","M-130","手提电话","1","(部)"
"16/06/2022","1/2022","M-130","手提电话","1","(部)"
"16/06/2022","1/2022","M-131","舷外发动机(200匹以下)","51","(部)"
"16/06/2022","1/2022","M-132","数码相机连套","1","(部)"
"16/06/2022","1/2022","M-133","6.5米铝合金二楼梯","8","(张)"
"16/06/2022","1/2022","M-133","10.5米铝合金双扯梯","7","(张)"
"16/06/2022","1/2022","M-134","聚合酶链式反应检测仪","1","(部)"
"16/06/2022","1/2022","M-134","智能循环仪","1","(部)"
"16/06/2022","1/2022","M-134","冷冻切片机","1","(部)"
"16/06/2022","1/2022","M-134","自动染色机","1","(部)"
"16/06/2022","1/2022","M-134","组织处理器","1","(部)"
"16/06/2022","1/2022","M-134","冷冻切片机","1","(部)"
"16/06/2022","1/2022","M-135","相机镜头","1","(件)"
"16/06/2022","1/2022","M-135","相机","1","(件)"
"16/06/2022","1/2022","M-135","夜视镜","1","(件)"
"16/06/2022","1/2022","M-135","电钻","1","(件)"
"16/06/2022","1/2022","M-135","数码相机","1","(件)"
"16/06/2022","1/2022","M-135","防水相机壳","1","(件)"
"16/06/2022","1/2022","M-135","船用导航仪","1","(件)"
"16/06/2022","1/2022","M-135","数码相机","1","(件)"
"16/06/2022","1/2022","M-135","电动砌割机","1","(件)"
"16/06/2022","1/2022","M-135","防水相机壳","1","(件)"
"16/06/2022","1/2022","M-135","数码相机","1","(件)"
"16/06/2022","1/2022","M-135","航拍机","1","(件)"
"16/06/2022","1/2022","M-135","潜水手表","1","(件)"
"16/06/2022","1/2022","M-135","水下监控系统","1","(件)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","3","(部)"
"16/06/2022","1/2022","M-136","数码相机","3","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","2","(部)"
"16/06/2022","1/2022","M-136","记忆咭","2","(张)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","3","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","5","(部)"
"16/06/2022","1/2022","M-136","数码相机","2","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
"16/06/2022","1/2022","M-136","数码相机","1","(部)"
