"Date of Auction","Auction List No.","Lot No.","Description","Quantity","Unit"
"14/07/2022","2/2022","M-200","Digital Camera (Brand: Nikon, Model: D7000)",1,"No."
"14/07/2022","2/2022","M-200","Digital Camcorder (Brand: Sony, Model: HDR-AX2000)",1,"No."
"14/07/2022","2/2022","M-200","Tripod",1,"No."
"14/07/2022","2/2022","M-200","Digital Camera (Brand: Leica, Model: V-Lux 30)",1,"No."
"14/07/2022","2/2022","M-201","Digital Camera (Brand: Nikon, Model: P5000)",1,"No."
"14/07/2022","2/2022","M-201","Concentrator (Brand: Turbo Vap LV, Model: Visiprep)",1,"No."
"14/07/2022","2/2022","M-201","Digital Camera (Brand: Canon, Model: IXUS960)",1,"No."
"14/07/2022","2/2022","M-201","Sulfites Apparatus (Glasses) (Brand: Kontes)",1,"Set"
"14/07/2022","2/2022","M-201","Vacuum Rotory Evaporator (Brand: Eyela, Model: N-1001)",1,"Set"
"14/07/2022","2/2022","M-201","Paper Shredder (Brand: Emiss, Model: Auto 100)",1,"No."
"14/07/2022","2/2022","M-201","Manifold Vacuum (Brand: Supelco, Model: Visiprep)",1,"No."
"14/07/2022","2/2022","M-201","Magnetic Stirrer with Heater (Brand: IKA)",1,"No."
"14/07/2022","2/2022","M-201","Sample Rack (Brand: Turbo Vap LV)",1,"No."
"14/07/2022","2/2022","M-202","Mobile Phone (Brand: Nokia, Model: 6030)",2,"Nos."
"14/07/2022","2/2022","M-202","Digital Camera (Brand: Nikon, Model: COOLPIX S620)",1,"No."
"14/07/2022","2/2022","M-202","Ultrasonic Detector Kit",1,"No."
"14/07/2022","2/2022","M-202","Pressure Recorder",2,"Nos."
"14/07/2022","2/2022","M-203","Film Camera (Brand: Pentax, Model: Espio 928)",1,"No."
"14/07/2022","2/2022","M-203","Digital Camera (Brand: Kodak, Model: DC210)",1,"No."
"14/07/2022","2/2022","M-203","Film Camera (Brand: Nikon, Model: F-301)",1,"No."
"14/07/2022","2/2022","M-203","Lens (Brand: Nikon, Model: Nikkor, AF-S 80-200MM F2.8D Zoom)",1,"No."
"14/07/2022","2/2022","M-203","Flash Light (Brand: Nikon, Model: SB-28)",1,"No."
"14/07/2022","2/2022","M-203","Lens (Brand: Nikon, Model: Nikkor, AF-S 28-70/2.8 ED)",1,"No."
"14/07/2022","2/2022","M-203","Lens (Brand: Nikon, Model: Nikkor, AF-S DX 17-55MM F2.8G IF-ED)",1,"No."
"14/07/2022","2/2022","M-203","Digital Camera (Brand: Canon, Model: EOS 30D)",1,"No."
"14/07/2022","2/2022","M-203","Digital Camera (Brand: Canon, Model: IXUS 900TI)",1,"No."
"14/07/2022","2/2022","M-203","Wireless Transmitter (Brand: Nikon, Model: WT-4)",1,"No."
"14/07/2022","2/2022","M-203","Flash Light (Brand: Canon, Model: 580EX Flash)",1,"No."
"14/07/2022","2/2022","M-203","Digital Camera (Brand: Canon, Model: EOS 20D) with EF 24-70mm F2.8 Lens",1,"Set."
"14/07/2022","2/2022","M-203","Flash Light (Brand: Canon, Model: 580EX Flash)",1,"No."
"14/07/2022","2/2022","M-203","Digital Camera (Brand: Canon, Model: EOS 20D)",1,"No."
"14/07/2022","2/2022","M-203","Flash Light (Brand: Canon, Model: 580EX Flash)",1,"No."
"14/07/2022","2/2022","M-203","Lens Filter (Brand: Canon, Model: 77mm PRT)",2,"Nos."
"14/07/2022","2/2022","M-203","Battery Grip (Brand: Canon, Model: BG-E2)",1,"No."
"14/07/2022","2/2022","MS-301","Photocopier without Harddisk (Brand: Kyocera, Model: TASKalfa 3010i)

(Approx. size: 594(W) x 738(D) x 683(H)mm, 67kg)",1,"No."
"14/07/2022","2/2022","MS-302","Wooden Computer Rack               

(Approx. size: 450 x 650 x 1420mm)",1,"No."
"14/07/2022","2/2022","MS-302","Typewriter (Brand: Olympia, Model: Professional 220i)",1,"No."
"14/07/2022","2/2022","MS-303","Wooden Rectangular Table               

(Approx. size: 916(W) x 1065(L) x 750(H)mm)",2,"Nos."
"14/07/2022","2/2022","MS-303","Wooden Rectangular Table with Two Drawers (Approx. size: 916(W)x1065(L)x750(H)mm)",2,"Nos."
"14/07/2022","2/2022","MS-303","Tracing Paper 93-95 grams per square meter (gsm)

(Brand: Oc?, Media loose on core: 76mm)",53,"Rolls"
"14/07/2022","2/2022","MS-304","Multistory Computer Table

(Approx. size: 670(W) x 670(D) x 1315(H)mm)",1,"No."
"14/07/2022","2/2022","MS-305","Machine Paper Shredding

(Brand: Ideal, Model: Unknown)

(Approx. size: 375(W) x 225(D) x 580(H)mm)",1,"No."
"14/07/2022","2/2022","MS-306","Digital Camera (Brand: Canon, Model: IXUS 970IS)",1,"No."
"14/07/2022","2/2022","MS-306","Digital Camera (Brand: Canon, Model: Powershot S90)",1,"No."
"14/07/2022","2/2022","MS-306","Digital Camera (Brand: Olympus, Model: Pen Lite E-PL7)",1,"No."
"14/07/2022","2/2022","MS-306","Hydraulic Folding Dining Table, 58 inch, Oak Color, Wooden (Model: LS-34435)",1,"No."
"14/07/2022","2/2022","MS-306","Wireless Lavalier Microphone System with Microphone (Brand: Azden, Model: WLX PRO 503)",1,"No."
"14/07/2022","2/2022","MS-306","Mobile Phone, Dual Sim, 64GB (Brand: Samsung, Model: Galaxy Note 4 N9100)",1,"No."
"14/07/2022","2/2022","MS-307","Network Video Recorder with 4 Waterproof Cameras and 4TB Harddisk (Brand: Dahua)",1,"Set"
"14/07/2022","2/2022","MS-307","Wooden Computer Table, Walnut/White Color",1,"No."
"14/07/2022","2/2022","MS-307","Camera with EF 24-27mm F/4L IS USM Lens Kit (Brand: Canon, Model: EOS 6DMARK II)",1,"Set"
"14/07/2022","2/2022","MS-307","Camera with Canon PF 24-240MM F4-6.3 IS USM Lens, Memory Card 128GB, 72mm Filter, LP-E17 Spare Battery, Cleansing Kit, Pouch, Protective Film and Benro Stand (Brand: Canon, Model: EOS RP)",1,"Set"
"14/07/2022","2/2022","MS-307","Camera with XF16-80mm f/4 Lens and Kit Set (Brand: Fujifilm, Model: X-4T)",1,"Set"
"14/07/2022","2/2022","MS-307","Curtain, Beige",1,"No."
"14/07/2022","2/2022","MS-307","Glass Whiteboard",1,"No."
"14/07/2022","2/2022","MS-307","Digital Door Lock 2 Way (Brand: Gateman, Model: Shine)",1,"No."
"14/07/2022","2/2022","MS-307","LCD Projector (Brand: Panasonic, Model: PT-LB332)",1,"No."
"14/07/2022","2/2022","MS-307","Projector (Brand: Optoma, Model: ML1050ST+)",1,"No."
"14/07/2022","2/2022","MS-307","Camera Mini Drone with Accessories Package (Brand: DJI, Model: Spark Fly More Combo)",1,"Set"
"14/07/2022","2/2022","MS-307","Drone (Brand: DJI, Model: Mavic Air 2 Fly More Combo (AU) (FCC))",1,"No."
"14/07/2022","2/2022","MS-307","Water Purifier (Brand: Doulton)",1,"No."
"14/07/2022","2/2022","MS-307","Mobile Phone (Brand: Sony, Model: Xperia L2)",1,"No."
"14/07/2022","2/2022","MS-307","Duplicator (Brand: Riso, Model: SF5130EIIA)",1,"No."
"14/07/2022","2/2022","MS-307","Duplicator with Stand (Brand: Riso, Model: SF9350A)",1,"Set"
"14/07/2022","2/2022","MS-308","Vehicle (with Key)

Brand: Toyota Previa   

Colour: Silver 

Year of Manufacture: 2008   

Seating Capacity: 7 seater (excluding driver)    

Cylinder Capacity: 2,362 c.c.

Chassis No.: JTEGD52M007057494",1,"No."
"14/07/2022","2/2022","MS-308","Share Tyre",1,"No."
"14/07/2022","2/2022","MS-309","Wooden Cabinet, Sliding Door, Light Grey, W1200mm x D400mm x H2000mm",1,"No."
"14/07/2022","2/2022","MS-309","Wooden Desk, Light Grey, W1200mm x D600mm x H745mm",2,"Nos."
"14/07/2022","2/2022","MS-309","Pedestal, Movable, Light Grey (Wooden), W415mm x D520mm x H650mm",1,"No."
"14/07/2022","2/2022","MS-309","Pedestal, Light Grey (Wooden), W410mm x D500mm x H435mm",1,"No."
"14/07/2022","2/2022","MS-309","Wooden Counter Desk, W1140mm x D760mm x H1140mm",1,"No."
"14/07/2022","2/2022","MS-309","Wooden Cabinet, Sliding Door, Light Grey, W900mm x D400mm x H1040mm",1,"No."
"14/07/2022","2/2022","MS-309","Wooden Cabinet, W610mm x D320mm x H1165mm",1,"No."
"14/07/2022","2/2022","MS-309","Partition, W1200mm x H1200mm, W1200mm x H700mm",1,"Set"
"14/07/2022","2/2022","MS-310","Video-camera, 30 GB 3CCD (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","MS-310","Mobile Phone, Black 64GB GSM (Brand: Apple, Model: Iphone 5)",1,"No."
"14/07/2022","2/2022","MS-310","Mobile Phone (Brand: Samsung, Model: A3)",1,"No."
"14/07/2022","2/2022","MS-310","Mobile Phone (Brand: Samsung, Model: S7 edge)",1,"No."
"14/07/2022","2/2022","MS-310","Photocopier (Model: Taskalfa 2550Ci)",1,"No."
"14/07/2022","2/2022","MS-310","Copy Machine (Brand: Ricoh Aficio, Model: MP-2501sp)",1,"No."
"14/07/2022","2/2022","MS-310","Document Feeder for Copy Machine (Brand: Ricoh Aficio, Model: DF-2020)",1,"No."
"14/07/2022","2/2022","MS-310","Office Folding Machine (Brand: IDEAL, Model: 8304)",1,"No."
"14/07/2022","2/2022","MS-310","Paper Shredder (Brand: GBC, Model: ShredMaster 22SM)",1,"No."
"14/07/2022","2/2022","MS-310","Portable Air-conditioner (Brand: Carrier, Model: PC-12LHPA)",1,"No."
"14/07/2022","2/2022","MS-311","Sofa, 1 Seater",1,"No."
"14/07/2022","2/2022","MS-311","Chinese Dictionary",1,"No."
"14/07/2022","2/2022","MS-311","Plain Paper Facsimile Machine (Brand: Panafax, Model: UF-885)",1,"No."
"14/07/2022","2/2022","MS-311","Wardrobe, W90 x D60 x H180cm",1,"No."
"14/07/2022","2/2022","MS-311","Calculator, 12 Digits",2,"Nos."
"14/07/2022","2/2022","MS-311","Machine, Embossing",1,"No."
"14/07/2022","2/2022","MS-312","Tunic Winter Navy Blue Barathea (Male) (Unused)",81,"Nos."
"14/07/2022","2/2022","MS-312","Tunic Summer Blue Dac (Female) (Unused)",117,"Nos."
"14/07/2022","2/2022","MS-313","Mobile Phone, 'Nokia' 6120C",15,"Nos."
"14/07/2022","2/2022","MS-313","Mobile Phone, 'Nokia' 6070",20,"Nos."
"14/07/2022","2/2022","MS-313","Mobile Phone, 'Nokia' 6300",20,"Nos."
"14/07/2022","2/2022","UP-701","Refrigerator (Brand: Sanyo) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-701","Washing Machine (Brand: Brandt) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-701","Split Type Air-conditioner (Brand: Philco) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-702","Safe (Opened) (Brand: Safewell) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-702","Double Burner Hotplate (Brand: Simpa) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-702","Range Hood (Brand: Siemens) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-702","Microwave Oven (Brand: Kelvinator)",1,"No."
"14/07/2022","2/2022","UP-702","Oven (Brand: Innoware)",1,"No."
"14/07/2022","2/2022","UP-702","Electric Kettle (Brand: Innoware)",1,"No."
"14/07/2022","2/2022","UP-702","Rice Cooker (Brand: Goodway)",1,"No."
"14/07/2022","2/2022","UP-702","Water Heater (Brand: Simpa) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-702","Telephone (Brand: MSQ)",1,"No."
"14/07/2022","2/2022","UP-703","Air-cooler",1,"No."
"14/07/2022","2/2022","UP-704","Television (Type: LCD)",1,"No."
"14/07/2022","2/2022","UP-704","Refrigerator (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-705","Electric Water Heater (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-705","Electric Fan (Type: Floor)",1,"No."
"14/07/2022","2/2022","UP-706","Washing Machine (Brand: Washdrian) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-706","Refrigerator (Brand: Fortress) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-707","Blender (Brand: Philips)",1,"No."
"14/07/2022","2/2022","UP-707","Hair Dryer",1,"No."
"14/07/2022","2/2022","UP-707","Water Heater (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-707","Camera (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","UP-707","Portable Fan",1,"No."
"14/07/2022","2/2022","UP-708","Refrigerator (Brand: Hitachi) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-709","Television (Type: CRT)",1,"No."
"14/07/2022","2/2022","UP-710","Fan (Type: Table)",1,"No."
"14/07/2022","2/2022","UP-711","Refrigerator (Brand: Fortress, Model: FDG123F12) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-711","Television (Type: LCD) (Brand: Panasonic, Model: TH-32D410H)",1,"No."
"14/07/2022","2/2022","UP-711","Washing Machine (Brand: Campus, Model: CPW 500) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-712","Used Private Car (without Key)

Brand: Honda

Model: FIT 1.5W

Registration Mark: TF9235

Chassis No.: GD3-1913788

Engine No.: L15A-1415706",1,"No."
"14/07/2022","2/2022","UP-713","Television (Type: LED) (Brand: Hisense, Model: LHD32N200HK)",1,"No."
"14/07/2022","2/2022","UP-713","Refrigerator (Brand: Fortress, Model: FDG149DWT) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-713","Air-conditioner (Brand: LG) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-713","Washing Machine (Brand: Samsung, Model: WA80V9) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-714","Microwave Oven (Brand: Goldstar, Model: MA-6915D)",1,"No."
"14/07/2022","2/2022","UP-714","DVD Player (Brand: BBK, Model: BBK983)",1,"No."
"14/07/2022","2/2022","UP-714","Vacuum Cleaner (Brand: Royal Doulton, Model: VC400)",1,"No."
"14/07/2022","2/2022","UP-714","CD/Radio Player (Brand: Safeway, Model: 5WCORBB45051WHT)",1,"No."
"14/07/2022","2/2022","UP-714","Watch",11,"Nos."
"14/07/2022","2/2022","UP-715","Window Type Air-conditioner (Brand: Fortress) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-715","Refrigerator (Two Door) (Brand: National) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-715","Washing Machine (Brand: Tokyo Japan) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-716","Electric Fan (Type: Wall-mounted) (Brand: Panasonic) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-717","Bicycle",69,"Nos."
"14/07/2022","2/2022","UP-718","Bicycle",150,"Nos."
"14/07/2022","2/2022","UP-719","Bicycle",70,"Nos."
"14/07/2022","2/2022","UP-720","Washing Machine (Brand: Whirlpool) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-720","Refrigerator (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-720","Television (Type: LCD) (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","UP-720","Air-conditioner (Brand: Toshiba) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-721","Range Hood (Brand: Pacific) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-721","Water Heater (Brand: Rinnai) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-721","Exhaust Fan (Brand: KDK) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-721","Electric Fan (Type: Table) (Brand: National)",1,"No."
"14/07/2022","2/2022","UP-721","Cassette Recorder (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","UP-722","Refrigerator (Brand: Mitsubishi Electric) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-722","Television (Type: LCD) (Brand: Sharp)",1,"No."
"14/07/2022","2/2022","UP-722","Washing Machine (Brand: Hyundai) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-723","Radio (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","UP-723","Electric Water Heater (Brand: German Pool) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-723","Water Boiler (Brand: Ichiban)",1,"No."
"14/07/2022","2/2022","UP-724","Refrigerator (2-Door) (Brand: Fortress) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-724","Television (Type: LCD) (Brand: LG)",1,"No."
"14/07/2022","2/2022","UP-724","Computer Monitor (Type: LCD) (Brand: HP)",1,"No."
"14/07/2022","2/2022","UP-725","Rice Cooker (Brand: Philips)",1,"No."
"14/07/2022","2/2022","UP-725","Microwave Oven (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","UP-725","Gas Water Heater (Brand: Rinnai) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-725","Electric Fan (Type: Table) (Brand: Panasonic)",1,"No."
"14/07/2022","2/2022","UP-726","Water Heater (Brand: TGC, Model: RS68B) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-726","Gas Stove (Brand: TGC, Model: SUZH2H) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-727","Refrigerator (Brand: Mitsubishi, Model: MR-H15E-SL-H) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-727","Television (Type: LED) (Brand: Rasonic, Model: RLT-Q32IKC)",1,"No."
"14/07/2022","2/2022","UP-727","Air-conditioner (Brand: Fortress, Model: FWAC10M18) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-727","Washing Machine (Brand: Fortress, Model: FW816B615) (Dismantled)",1,"No."
"14/07/2022","2/2022","UP-728","Used Private Car (without Key)

Brand: B.M.W.  

Model: 520IA   

Registration Mark: SN4683  

Chassis No.: WBANA32040B352016  

Engine No.: 33225727",1,"No."
"14/07/2022","2/2022","UP-729","Used Private Car (without Key)

Brand: SUBARU

Model: R2 R FWD

Registration Mark: UM6409

Chassis No.: RC1-098877

Engine No.: D367022",1,"No."
"14/07/2022","2/2022","UP-730","Bicycle",109,"Nos."
"14/07/2022","2/2022","UP-731","Bicycle",150,"Nos."
